timestamp,value,label
1126692000.000000,4.587939,32.100002
1126692000.000000,1.529313,32.100002
1126693800.000000,3.976214,30.000002
1126693800.000000,3.670352,30.700003
1126695600.000000,1.223451,33.500000
1126695600.000000,5.000000,34.200001
1126697400.000000,4.587939,30.700003
1126697400.000000,5.000000,33.500000
1126699200.000000,3.058626,33.500000
1126699200.000000,5.000000,32.800003
1126701000.000000,3.058626,31.400002
1126701000.000000,1.835176,32.800003
1126702800.000000,4.282077,32.100002
1126702800.000000,3.670352,31.400002
1126704600.000000,1.223451,31.400002
1126704600.000000,1.835176,30.700003
1126706400.000000,4.587939,31.400002
1126706400.000000,4.587939,32.100002
1126708200.000000,1.835176,30.700003
1126708200.000000,3.058626,34.900002
1126710000.000000,3.976214,33.500000
1126710000.000000,0.611725,32.100002
1126711800.000000,1.529313,31.400002
1126711800.000000,0.305863,33.500000
1126713600.000000,3.364489,32.800003
1126713600.000000,2.752764,31.400002
1126715400.000000,2.446901,33.500000
1126715400.000000,0.000000,32.800003
1126717200.000000,1.529313,32.800003
1126717200.000000,1.223451,34.200001
1126719000.000000,2.141038,32.800003
1126719000.000000,0.917588,30.700003
1126720800.000000,0.000000,30.700003
1126720800.000000,0.305863,30.700003
1126722600.000000,0.000000,33.500000
1126722600.000000,0.000000,32.800003
1126724400.000000,0.611725,32.100002
1126724400.000000,0.917588,31.400002
1126726200.000000,0.305863,31.400002
1126726200.000000,0.000000,31.400002
1126728000.000000,0.611725,33.500000
1126728000.000000,0.611725,32.800003
1126729800.000000,0.305863,31.400002
1126729800.000000,0.000000,31.400002
1126731600.000000,0.611725,33.500000
1126731600.000000,0.000000,32.800003
1126733400.000000,1.223451,30.000002
1126733400.000000,0.611725,32.800003
1126735200.000000,0.305863,31.400002
1126735200.000000,0.000000,34.900002
1126737000.000000,0.000000,32.800003
1126737000.000000,0.000000,32.800003
1126738800.000000,0.611725,31.400002
1126738800.000000,0.305863,33.500000
1126740600.000000,0.000000,30.700003
1126740600.000000,0.000000,31.400002
1126742400.000000,0.000000,34.200001
1126742400.000000,0.000000,30.700003
1126744200.000000,0.000000,31.400002
1126744200.000000,0.000000,30.700003
1126746000.000000,0.000000,34.200001
1126746000.000000,0.000000,32.800003
1126747800.000000,0.000000,32.100002
1126747800.000000,0.000000,32.800003
1126749600.000000,0.000000,32.800003
1126749600.000000,0.000000,33.500000
1126751400.000000,0.000000,31.400002
1126751400.000000,0.000000,32.800003
1126753200.000000,0.305863,33.500000
1126753200.000000,0.305863,30.000002
1126755000.000000,0.000000,32.800003
1126755000.000000,0.000000,32.100002
1126756800.000000,0.000000,31.400002
1126756800.000000,0.000000,33.500000
1126758600.000000,0.000000,30.000002
1126758600.000000,0.000000,31.400002
1126760400.000000,0.000000,31.400002
1126760400.000000,0.305863,35.600002
1126762200.000000,0.305863,32.800003
1126762200.000000,0.917588,33.500000
1126764000.000000,0.611725,31.400002
1126764000.000000,1.529313,30.700003
1126765800.000000,0.611725,33.500000
1126765800.000000,3.670352,32.100002
1126767600.000000,0.000000,34.200001
1126767600.000000,2.141038,30.700003
1126769400.000000,0.611725,31.400002
1126769400.000000,2.141038,30.700003
1126771200.000000,4.282077,30.700003
1126771200.000000,3.364489,34.900002
1126773000.000000,4.282077,32.800003
1126773000.000000,3.670352,33.500000
1126774800.000000,2.446901,32.100002
1126774800.000000,3.058626,33.500000
1126776600.000000,3.058626,32.100002
1126776600.000000,2.446901,31.400002
1126778400.000000,5.000000,33.500000
1126778400.000000,2.141038,30.000002
1126780200.000000,3.670352,32.800003
1126780200.000000,3.364489,31.400002
1126782000.000000,2.446901,31.400002
1126782000.000000,3.058626,32.800003
1126783800.000000,0.611725,30.700003
1126783800.000000,5.000000,32.800003
1126785600.000000,3.058626,32.800003
1126785600.000000,2.752764,34.200001
1126787400.000000,3.058626,33.500000
1126787400.000000,2.752764,31.400002
1126789200.000000,2.141038,30.700003
1126789200.000000,4.282077,30.700003
1126791000.000000,3.364489,33.500000
1126791000.000000,3.058626,32.100002
1126792800.000000,4.282077,32.800003
1126792800.000000,2.752764,32.800003
1126794600.000000,1.223451,30.000002
1126794600.000000,1.835176,34.200001
1126796400.000000,3.058626,33.500000
1126796400.000000,1.529313,32.100002
1126798200.000000,4.587939,31.400002
1126798200.000000,1.529313,32.800003
1126800000.000000,2.446901,32.100002
1126800000.000000,0.305863,31.400002
1126801800.000000,1.529313,31.400002
1126801800.000000,0.000000,30.000002
1126803600.000000,1.223451,34.900002
1126803600.000000,0.611725,34.200001
1126805400.000000,0.000000,31.400002
1126805400.000000,0.000000,32.100002
1126807200.000000,0.917588,33.500000
1126807200.000000,0.611725,30.700003
1126809000.000000,0.000000,31.400002
1126809000.000000,0.611725,32.100002
1126810800.000000,0.611725,33.500000
1126810800.000000,1.223451,32.800003
1126812600.000000,0.611725,31.400002
1126812600.000000,0.000000,31.400002
1126814400.000000,0.000000,30.700003
1126814400.000000,0.611725,33.500000
1126816200.000000,0.611725,31.400002
1126816200.000000,0.000000,32.800003
1126818000.000000,0.611725,32.800003
1126818000.000000,0.000000,31.400002
1126819800.000000,0.000000,31.400002
1126819800.000000,0.000000,30.700003
1126821600.000000,0.917588,34.900002
1126821600.000000,0.000000,33.500000
1126823400.000000,0.000000,32.800003
1126823400.000000,0.000000,33.500000
1126825200.000000,0.611725,32.100002
1126825200.000000,0.000000,32.800003
1126827000.000000,0.000000,32.100002
1126827000.000000,0.000000,32.800003
1126828800.000000,0.000000,32.100002
1126828800.000000,0.000000,30.700003
1126830600.000000,0.000000,32.100002
1126830600.000000,0.000000,33.500000
1126832400.000000,0.000000,31.400002
1126832400.000000,0.000000,30.700003
1126834200.000000,0.000000,31.400002
1126834200.000000,0.000000,32.800003
1126836000.000000,0.000000,32.100002
1126836000.000000,0.000000,34.200001
1126837800.000000,0.000000,32.800003
1126837800.000000,0.000000,32.800003
1126839600.000000,0.000000,32.800003
1126839600.000000,0.000000,32.100002
1126841400.000000,0.611725,34.200001
1126841400.000000,0.611725,30.700003
1126843200.000000,0.000000,31.400002
1126843200.000000,0.000000,32.100002
1126845000.000000,0.000000,32.800003
1126845000.000000,0.000000,30.000002
1126846800.000000,0.000000,30.700003
1126846800.000000,0.305863,34.200001
1126848600.000000,0.000000,30.700003
1126848600.000000,0.000000,32.800003
1126850400.000000,0.000000,32.100002
1126850400.000000,0.000000,32.800003
1126852200.000000,0.305863,32.800003
1126852200.000000,0.917588,31.400002
1126854000.000000,1.223451,34.200001
