timestamp,value,label
1469203200,-1.19854278541,0
1469203260,0.0,0
1469203320,0.0,0
1469203380,0.0,0
1469203440,0.0,0
1469203500,-1.37442899296,0
1469203560,0.0,0
1469203620,0.0,0
1469203680,0.0,0
1469203740,0.0,0
1469203800,-1.23424938031,0
1469203860,0.0,0
1469203920,0.0,0
1469203980,0.0,0
1469204040,0.0,0
1469204100,-1.4673161607799998,0
1469204160,0.0,0
1469204220,0.0,0
1469204280,0.0,0
1469204340,0.0,0
1469204400,-1.18748267176,0
1469204460,0.0,0
1469204520,0.0,0
1469204580,0.0,0
1469204640,0.0,0
1469204700,-1.40964584857,0
1469204760,0.0,0
1469204820,0.0,0
1469204880,0.0,0
1469204940,0.0,0
1469205000,-1.4890978058000002,0
1469205060,0.0,0
1469205120,0.0,0
1469205180,0.0,0
1469205240,0.0,0
1469205300,-1.48715577726,0
1469205360,0.0,0
1469205420,0.0,0
1469205480,0.0,0
1469205540,0.0,0
1469205600,-1.57920541838,0
1469205660,0.0,0
1469205720,0.0,0
1469205780,0.0,0
1469205840,0.0,0
1469205900,-1.17021942449,0
1469205960,0.0,0
1469206020,0.0,0
1469206080,0.0,0
1469206140,0.0,0
1469206200,-1.58466743756,0
1469206260,0.0,0
1469206320,0.0,0
1469206380,0.0,0
1469206440,0.0,0
1469206500,-1.43440977415,0
1469206560,0.0,0
1469206620,0.0,0
1469206680,0.0,0
1469206740,0.0,0
1469206800,-1.5341574027899998,0
1469206860,0.0,0
1469206920,0.0,0
1469206980,0.0,0
1469207040,0.0,0
1469207100,-1.11716561119,0
1469207160,0.0,0
1469207220,0.0,0
1469207280,0.0,0
1469207340,0.0,0
1469207400,-1.32132645378,0
1469207460,0.0,0
1469207520,0.0,0
1469207580,0.0,0
1469207640,0.0,0
1469207700,-1.55696174401,0
1469207760,0.0,0
1469207820,0.0,0
1469207880,0.0,0
1469207940,0.0,0
1469208000,-1.90344475177,0
1469208060,0.0,0
1469208120,0.0,0
1469208180,0.0,0
1469208240,0.0,0
1469208300,-2.15753891777,0
1469208360,0.0,0
1469208420,0.0,0
1469208480,0.0,0
1469208540,0.0,0
1469208600,-2.45180910788,0
1469208660,0.0,0
1469208720,0.0,0
1469208780,0.0,0
1469208840,0.0,0
1469208900,-1.64654661446,0
1469208960,0.0,0
1469209020,0.0,0
1469209080,0.0,0
1469209140,0.0,0
1469209200,-1.7829006798700002,0
1469209260,0.0,0
1469209320,0.0,0
1469209380,0.0,0
1469209440,0.0,0
1469209500,-1.68982320796,0
1469209560,0.0,0
1469209620,0.0,0
1469209680,0.0,0
1469209740,0.0,0
1469209800,-1.61309895958,0
1469209860,0.0,0
1469209920,0.0,0
1469209980,0.0,0
1469210040,0.0,0
1469210100,-1.70491157397,0
1469210160,0.0,0
1469210220,0.0,0
1469210280,0.0,0
1469210340,0.0,0
1469210400,-1.02900575345,0
1469210460,0.0,0
1469210520,0.0,0
1469210580,0.0,0
1469210640,0.0,0
1469210700,-2.3544434978,0
1469210760,0.0,0
1469210820,0.0,0
1469210880,0.0,0
1469210940,0.0,0
1469211000,-2.26296648657,0
1469211060,0.0,0
1469211120,0.0,0
1469211180,0.0,0
1469211240,0.0,0
1469211300,-1.56455323488,0
1469211360,0.0,0
1469211420,0.0,0
1469211480,0.0,0
1469211540,0.0,0
1469211600,-1.08023162881,0
1469211660,0.0,0
1469211720,0.0,0
1469211780,0.0,0
1469211840,0.0,0
1469211900,-1.9563074587,0
1469211960,0.0,0
1469212020,0.0,0
1469212080,0.0,0
1469212140,0.0,0
1469212200,-1.60037110938,0
1469212260,0.0,0
1469212320,0.0,0
1469212380,0.0,0
1469212440,0.0,0
1469212500,-2.39038870352,0
1469212560,0.0,0
1469212620,0.0,0
1469212680,0.0,0
1469212740,0.0,0
1469212800,-1.66378096769,0
1469212860,0.0,0
1469212920,0.0,0
1469212980,0.0,0
1469213040,0.0,0
1469213100,-2.2619146745200003,0
1469213160,0.0,0
1469213220,0.0,0
1469213280,0.0,0
1469213340,0.0,0
1469213400,-1.77533583262,0
1469213460,0.0,0
1469213520,0.0,0
1469213580,0.0,0
1469213640,0.0,0
1469213700,-1.90363867643,0
1469213760,0.0,0
1469213820,0.0,0
1469213880,0.0,0
1469213940,0.0,0
1469214000,-1.75580623999,0
1469214060,0.0,0
1469214120,0.0,0
1469214180,0.0,0
1469214240,0.0,0
1469214300,-1.84826342915,0
1469214360,0.0,0
1469214420,0.0,0
1469214480,0.0,0
1469214540,0.0,0
1469214600,-1.66021661805,0
1469214660,0.0,0
1469214720,0.0,0
1469214780,0.0,0
1469214840,0.0,0
1469214900,-1.4579736764500002,0
1469214960,0.0,0
1469215020,0.0,0
1469215080,0.0,0
1469215140,0.0,0
1469215200,-1.7800563421200002,0
1469215260,0.0,0
1469215320,0.0,0
1469215380,0.0,0
1469215440,0.0,0
1469215500,-1.58722664195,0
1469215560,0.0,0
1469215620,0.0,0
1469215680,0.0,0
1469215740,0.0,0
1469215800,-1.34043211871,0
1469215860,0.0,0
1469215920,0.0,0
1469215980,0.0,0
1469216040,0.0,0
1469216100,-0.457553233337,0
1469216160,0.0,0
1469216220,0.0,0
1469216280,0.0,0
1469216340,0.0,0
1469216400,-1.0150411893100002,0
1469216460,0.0,0
1469216520,0.0,0
1469216580,0.0,0
1469216640,0.0,0
1469216700,-1.99945227287,0
1469216760,0.0,0
1469216820,0.0,0
1469216880,0.0,0
1469216940,0.0,0
