timestamp,value,label
1122156000,0
1122156000,0
1122157800,1
1122157800,0
1122159600,0
1122159600,0
1122161400,0
1122161400,0
1122163200,0
1122163200,0
1122165000,2
1122165000,0
1122166800,0
1122166800,0
1122168600,0
1122168600,0
1122170400,0
1122170400,0
1122172200,0
1122172200,0
1122174000,0
1122174000,0
1122175800,0
1122175800,0
1122177600,0
1122177600,0
1122179400,0
1122179400,0
1122181200,0
1122181200,0
1122183000,2
1122183000,3
1122184800,0
1122184800,0
1122186600,0
1122186600,0
1122188400,0
1122188400,1
1122190200,1
1122190200,1
1122192000,0
1122192000,0
1122193800,0
1122193800,0
1122195600,1
1122195600,0
1122197400,0
1122197400,0
1122199200,0
1122199200,0
1122201000,0
1122201000,0
1122202800,0
1122202800,0
1122204600,0
1122204600,0
1122206400,0
1122206400,0
1122208200,0
1122208200,0
1122210000,0
1122210000,0
1122211800,0
1122211800,2
1122213600,0
1122213600,0
1122215400,0
1122215400,1
1122217200,1
1122217200,1
1122219000,2
1122219000,1
1122220800,4
1122220800,4
1122222600,1
1122222600,0
1122224400,2
1122224400,0
1122226200,1
1122226200,2
1122228000,0
1122228000,0
1122229800,0
1122229800,0
1122231600,3
1122231600,0
1122233400,2
1122233400,0
1122235200,0
1122235200,0
1122237000,0
1122237000,0
1122238800,2
1122238800,0
1122240600,0
1122240600,0
1122242400,1
1122242400,0
1122244200,0
1122244200,0
1122246000,0
1122246000,0
1122247800,0
1122247800,0
1122249600,0
1122249600,0
1122251400,0
1122251400,0
1122253200,0
1122253200,0
1122255000,0
1122255000,0
1122256800,0
1122256800,0
1122258600,0
1122258600,0
1122260400,2
1122260400,0
1122262200,2
1122262200,2
1122264000,1
1122264000,2
1122265800,1
1122265800,1
1122267600,0
1122267600,2
1122269400,0
1122269400,0
1122271200,0
1122271200,0
1122273000,2
1122273000,7
1122274800,1
1122274800,6
1122276600,5
1122276600,13
1122278400,4
1122278400,16
1122280200,9
1122280200,5
1122282000,1
1122282000,3
1122283800,7
1122283800,5
1122285600,11
1122285600,9
1122287400,4
